Адрес обращения,Дом,Дата,текст обращения,text_clean,categories,full_address,latitude,longitude
проспект Мира,23,2021-06-09 11:20:56.302,отремонтировать детскую площадку,['площадка'],{'другое': 1},23 проспект Мира,56.107380015825555,47.265689972446154
проспект Мира,23,2021-06-09 06:57:58.616,сделать детскую площадку,['площадка'],{'другое': 1},23 проспект Мира,56.107380015825555,47.265689972446154
проспект Мира,23,2021-06-09 07:55:34.342,новая детская площадка,['площадка'],{'другое': 1},23 проспект Мира,56.107380015825555,47.265689972446154
проспект Мира,23,2021-06-09 07:57:13.769,детская площадка ремонт,['площадка'],{'другое': 1},23 проспект Мира,56.107380015825555,47.265689972446154
проспект Мира,23,2021-06-08 23:50:40.025,ремонт детских площадок,['площадка'],{'другое': 1},23 проспект Мира,56.107380015825555,47.265689972446154
улица Эльгера,16,2021-06-06 18:32:33.731,Отремонтировать детскую площадку по улице Эльгера 16. ,['площадка'],{'другое': 1},16 улица Эльгера,56.14385998628282,47.1806500326752
улица Эльгера,16,2021-06-06 21:07:25.102,Детскую площадку за домом по улице Эльгера 16.,['площадка'],{'другое': 1},16 улица Эльгера,56.14385998628282,47.1806500326752
улица Эльгера,16,2021-06-06 16:27:09.354,"1) Ремонт подъезда по улице Эльгера дом 16. 
2) Обновить полностью детскую площадку за домами Эльгера дом 16. ",['площадка'],{'другое': 1},16 улица Эльгера,56.14385998628282,47.1806500326752
улица Эльгера,16,2021-06-09 12:42:01.743,По адресу Эльгера 16 хотелось бы детскую площадку ,['площадка'],{'другое': 1},16 улица Эльгера,56.14385998628282,47.1806500326752
улица Эльгера,16,2021-06-13 11:19:28.314,Ремонт детской площадки. ,['площадка'],{'другое': 1},16 улица Эльгера,56.14385998628282,47.1806500326752
улица Эльгера,16,2021-06-09 12:39:32.632,Детская игровая площадка как в Волжском-3.,['площадка'],{'другое': 1},16 улица Эльгера,56.14385998628282,47.1806500326752
улица Эльгера,16,2021-06-06 18:20:58.908,Отремонтировать дорожку пешеходную от ресторана Московский до 54 школы. ,"['дорожка', 'ресторан']",{'другое': 1},16 улица Эльгера,56.14385998628282,47.1806500326752
улица Яноушека,1,2021-06-05 21:55:56.499,дет.площадку,['площадка'],{'другое': 1},1 улица Яноушека,56.12233002023879,47.198559980466285
улица Яноушека,1,2021-06-05 21:57:48.208,дет.площадку,['площадка'],{'другое': 1},1 улица Яноушека,56.12233002023879,47.198559980466285
улица Яноушека,1,2021-06-05 21:50:29.319,детскую площадку,['площадка'],{'другое': 1},1 улица Яноушека,56.12233002023879,47.198559980466285
улица Яноушека,1,2021-06-05 21:44:51.406,"дет.площадку  и футбольный корт
ремонт в подъездах",['площадка'],{'другое': 1},1 улица Яноушека,56.12233002023879,47.198559980466285
улица Яноушека,1,2021-06-05 21:54:46.568,дет.площадку,['площадка'],{'другое': 1},1 улица Яноушека,56.12233002023879,47.198559980466285
улица Яноушека,1,2021-06-05 21:56:51.578,дет.площадку,['площадка'],{'другое': 1},1 улица Яноушека,56.12233002023879,47.198559980466285
улица П.В.Дементьева,18 корп. 3,2021-06-08 09:52:12.261,"нужен стадион, построить школу, ТЦ",['стадион'],{'другое': 1},18 корп. 3 улица П.В.Дементьева,56.117569979334974,47.208959994469296
улица Ленинского Комсомола,24 корп. 2,2021-06-14 13:18:26.738,"Создать условия на детской площадке (Л. Комсомола, 18, 20, 24/1, 24/2)",['площадка'],{'другое': 1},24 корп. 2 улица Ленинского Комсомола,56.09959444055331,47.264685313897346
улица Ленинского Комсомола,24 корп. 2,2021-06-14 13:15:21.868,Усовершенствовать детскую площадку между Лен. Комсомола 20 и Лен. Комсомола 24/2.,['площадка'],{'другое': 1},24 корп. 2 улица Ленинского Комсомола,56.09959444055331,47.264685313897346
улица Ленинского Комсомола,24 корп. 2,2021-06-14 13:24:16.666,Детская площадка.,['площадка'],{'другое': 1},24 корп. 2 улица Ленинского Комсомола,56.09959444055331,47.264685313897346
проспект Тракторостроителей,45,2021-06-12 06:17:41.669,"Озеленить двор, обновить ступеньки",['двор'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-12 06:25:37.577,Сделать детскую площадку,['площадка'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-10 03:38:49.871,Обустроить детскую площадку,['площадка'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-12 06:16:32.782,Обновить детскую площадку ,['площадка'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-12 06:18:41.768,Улучшить детскую площадку ,['площадка'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-12 06:20:06.870,"Озеленить двор, обновить ступеньки",['двор'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-10 03:41:48.626,Обновить детскую площадку,['площадка'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-10 03:40:56.818,Обустроить и оградить детскую площадку,['площадка'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-10 03:39:58.167,Обустроить детскую площадку,['площадка'],{'другое': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект 9-й Пятилетки,30,2021-06-12 08:58:11.167,"Оборудовать детскую площадку, негде гулять!",['площадка'],{'другое': 1},30 проспект 9-й Пятилетки,56.09578000665445,47.28399998847581
проспект 9-й Пятилетки,30,2021-06-11 06:06:50.547,"Создание детской площадки на проспекте 9-й Пятилетки, 30",['площадка'],{'другое': 1},30 проспект 9-й Пятилетки,56.09578000665445,47.28399998847581
улица Терешковой,6,2021-06-10 15:06:18.385,Требуется ремонт в секции. Во дворе бегают до 15 больших собак - примите меры.,['двор'],{'другое': 1},6 улица Терешковой,56.115540008114436,47.49874996370579
улица Терешковой,17,2021-06-12 09:03:42.449,Просим установить лежачий полицейский и детскую площадку,['площадка'],{'другое': 1},17 улица Терешковой,56.11541000479619,47.49301003641122
улица Терешковой,17,2021-06-12 09:06:19.611,Просим сделать детскую площадку перед домом Терешкова 17,['площадка'],{'другое': 1},17 улица Терешковой,56.11541000479619,47.49301003641122
улица Терешковой,17,2021-06-12 08:53:15.409,"Просим установить детскую площадку, детям негде играть",['площадка'],{'другое': 1},17 улица Терешковой,56.11541000479619,47.49301003641122
улица Терешковой,17,2021-06-12 08:58:56.669,Просим установить детскую площадку,['площадка'],{'другое': 1},17 улица Терешковой,56.11541000479619,47.49301003641122
улица 50 лет Октября,4,2021-06-14 17:12:06.299,Прошу поменять бельевые сушилки во дворе дома по адресу ул. 50 лет Октября д.4,['двор'],{'другое': 1},4 улица 50 лет Октября,56.12975999067061,47.27296001616537
улица Эльгера,26,2021-06-08 22:20:17.580,Организовать детскую игровую площадку,['площадка'],{'другое': 1},26 улица Эльгера,56.1462300113152,47.18105001709472
улица Эльгера,26,2021-06-08 22:53:00.403,Устроить детскую игровую площадку,['площадка'],{'другое': 1},26 улица Эльгера,56.1462300113152,47.18105001709472
улица Эльгера,26,2021-06-08 22:51:14.899,Устроить детскую игровую площадку,['площадка'],{'другое': 1},26 улица Эльгера,56.1462300113152,47.18105001709472
улица Эльгера,26,2021-06-12 17:23:44.644,Организовать детскую игровую  площадку,['площадка'],{'другое': 1},26 улица Эльгера,56.1462300113152,47.18105001709472
улица Эльгера,26,2021-06-08 22:16:36.796,установить детскую площадку во дворе дома,"['площадка', 'двор']",{'другое': 1},26 улица Эльгера,56.1462300113152,47.18105001709472
улица Эльгера,26,2021-06-08 22:40:35.731,Установить детскую игровую площадку во дворе Эльгера 28,"['площадка', 'двор']",{'другое': 1},26 улица Эльгера,56.1462300113152,47.18105001709472
улица И.П.Прокопьева,16,2021-06-09 00:04:31.221,Мешает музыка на площадке дракона,['площадка'],{'другое': 1},16 улица И.П.Прокопьева,56.13023000589118,47.38870999188569
улица Гагарина Ю.,30,2021-06-08 12:29:09.371,Детская площадка,['площадка'],{'другое': 1},30 улица Гагарина Ю.,56.12652998237243,47.27030001919266
улица Гагарина Ю.,30,2021-06-08 12:35:36.974,Детская площадк,['площадк'],{'другое': 1},30 улица Гагарина Ю.,56.12652998237243,47.27030001919266
улица Гагарина Ю.,30,2021-06-08 12:25:36.105,Детская площадка,['площадка'],{'другое': 1},30 улица Гагарина Ю.,56.12652998237243,47.27030001919266
улица Гагарина Ю.,30,2021-06-08 12:27:56.344,Детская площадка,['площадка'],{'другое': 1},30 улица Гагарина Ю.,56.12652998237243,47.27030001919266
улица Гагарина Ю.,30,2021-06-08 12:26:50.645,Детская площадка,['площадка'],{'другое': 1},30 улица Гагарина Ю.,56.12652998237243,47.27030001919266
улица Гагарина Ю.,30,2021-06-08 12:24:34.764,Детская площадка,['площадка'],{'другое': 1},30 улица Гагарина Ю.,56.12652998237243,47.27030001919266
улица Гагарина Ю.,30,2021-06-08 12:30:39.261,Детская и баскетбольная  площадка,['площадка'],{'другое': 1},30 улица Гагарина Ю.,56.12652998237243,47.27030001919266
бульвар Гидростроителей,2,2021-06-14 14:08:21.426,"Детская площадка во дворе, ремонт в подъезде ","['площадка', 'двор']",{'другое': 1},2 бульвар Гидростроителей,56.12461999809585,47.490339981154705
улица 50 лет Октября,17,2021-06-05 12:59:13.014,Возле Мега Молла благоустроить детскую площадку,['площадка'],{'другое': 1},17 улица 50 лет Октября,56.12668999290406,47.27683002468052
улица Николая Гастелло,9,2021-06-08 16:03:09.291,Обновить детскую площадку,['площадка'],{'другое': 1},9 улица Николая Гастелло,56.10776998387081,47.31517999773621
улица Николая Гастелло,9,2021-06-08 16:12:06.267,Замена лифтов. Обновление и ограждение детской площадки. Установка шлагбаумов. Установка защитных ограждений на общих балконах.,['площадка'],{'другое': 1},9 улица Николая Гастелло,56.10776998387081,47.31517999773621
улица Николая Гастелло,9,2021-06-08 15:52:45.678,Обновить детскую площадку. Заменить лифт. Ремонт на этажах. Установить решетки на общих балконах.,['площадка'],{'другое': 1},9 улица Николая Гастелло,56.10776998387081,47.31517999773621
улица Богдана Хмельницкого,37,2021-06-17 13:05:34.529,Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:23:22.925,Отремонтировать 5 этаж. Установить детскую площадку.,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:26:12.392,Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:27:22.621,Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:02:31.128,Отремонтировать 5 этаж. Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:28:33.418,Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:33:00.714,Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:30:21.354,Больше магазинов в шаговой доступности. Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:35:37.594,Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:34:22.046,Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Богдана Хмельницкого,37,2021-06-17 13:31:46.265,Ремонт 5-ого этажа. Установить детскую площадку,['площадка'],{'другое': 1},37 улица Богдана Хмельницкого,56.12865999160738,47.2318799734264
улица Коммунистическая,22,2021-06-07 19:26:11.604,Благоустроить детскую площадку,['площадка'],{'другое': 1},22 улица Коммунистическая,56.11644001496791,47.50123000121732
улица Коммунистическая,22,2021-06-07 19:19:04.963,"Довести до ума двор, доделать площадку","['двор', 'площадка']",{'другое': 1},22 улица Коммунистическая,56.11644001496791,47.50123000121732
улица Коммунистическая,22,2021-06-07 19:16:52.831,"Доделать площадку (много мусора, грязи)",['площадка'],{'другое': 1},22 улица Коммунистическая,56.11644001496791,47.50123000121732
улица Коммунистическая,22,2021-06-07 19:22:29.384,"Поставить бельевую.
Покрыть площадку настилом.
Провести капремонт в доме.",['площадка'],{'другое': 1},22 улица Коммунистическая,56.11644001496791,47.50123000121732
улица Коммунистическая,22,2021-06-07 19:04:07.133,Благоустроить двор до конца,['двор'],{'другое': 1},22 улица Коммунистическая,56.11644001496791,47.50123000121732
улица Коммунистическая,22,2021-06-07 19:23:22.331,Доделать детскую площадку,['площадка'],{'другое': 1},22 улица Коммунистическая,56.11644001496791,47.50123000121732
улица Эльгера,14,2021-06-08 21:39:38.509,Обновить детскую площадку ,['площадка'],{'другое': 1},14 улица Эльгера,56.14321998606587,47.18152996487055
улица Эльгера,14,2021-06-13 11:21:31.315,Обновить детскую площадку как в Волжском - 3. ,['площадка'],{'другое': 1},14 улица Эльгера,56.14321998606587,47.18152996487055
улица Эльгера,14,2021-06-14 18:22:44.392,"Ремонт 1 подъезда по ул. Эльгера д. 14
Привести в порядок детскую площадку во дворе дома Эльгера д.14","['площадка', 'двор']",{'другое': 1},14 улица Эльгера,56.14321998606587,47.18152996487055
улица Эльгера,14,2021-06-06 21:32:03.876,Отремонтировать детскую площадку.,['площадка'],{'другое': 1},14 улица Эльгера,56.14321998606587,47.18152996487055
улица Эльгера,14,2021-06-06 22:01:52.954,Ремонт детской площадки. ,['площадка'],{'другое': 1},14 улица Эльгера,56.14321998606587,47.18152996487055
проспект Тракторостроителей,54,2021-06-15 11:33:43.947,Доделать детскую площадку.,['площадка'],{'другое': 1},54 проспект Тракторостроителей,56.104050011422515,47.31622002428222
улица Парижской Коммуны,2,2021-06-06 01:20:15.458,дет.площадка для дете постарше,['площадка'],{'другое': 1},2 улица Парижской Коммуны,56.12573001353337,47.22441999578123
улица Парижской Коммуны,2,2021-06-06 00:54:32.063,дет.площадку,['площадка'],{'другое': 1},2 улица Парижской Коммуны,56.12573001353337,47.22441999578123
улица Парижской Коммуны,2,2021-06-06 00:53:44.343,детскую площадку,['площадка'],{'другое': 1},2 улица Парижской Коммуны,56.12573001353337,47.22441999578123
бульвар Зеленый,10,2021-06-12 09:27:11.961,Обновить детскую площадку во дворе,"['площадка', 'двор']",{'другое': 1},10 бульвар Зеленый,56.11401001741831,47.48202999470851
бульвар Зеленый,10,2021-06-12 09:31:08.892,"Где каблучок хоккейная площадка пустая, можно сделать там ремонт для катания на коньках",['площадка'],{'другое': 1},10 бульвар Зеленый,56.11401001741831,47.48202999470851
бульвар Зеленый,10,2021-06-12 09:24:17.808,"Поставить, обновить детскую площадку возле лорма",['площадка'],{'другое': 1},10 бульвар Зеленый,56.11401001741831,47.48202999470851
бульвар Зеленый,10,2021-06-12 09:28:25.495,Обновить детскую площадку возле дома,['площадка'],{'другое': 1},10 бульвар Зеленый,56.11401001741831,47.48202999470851
улица Университетская,28,2021-06-08 21:09:51.156,Нужна детская площадка. ,['площадка'],{'другое': 1},28 улица Университетская,56.13968001498827,47.162909986061464
улица Университетская,28,2021-06-09 12:47:10.518,Модернизировать детскую площадку. ,['площадка'],{'другое': 1},28 улица Университетская,56.13968001498827,47.162909986061464
улица Университетская,28,2021-06-13 13:11:47.838,Сделать площадку для детей. Желательно спортивную,['площадка'],{'другое': 1},28 улица Университетская,56.13968001498827,47.162909986061464
улица Университетская,28,2021-06-09 12:54:12.038,"1. Расширить парковочные места
2. Установить видеокамеры для контроля за двором. ",['двор'],{'другое': 1},28 улица Университетская,56.13968001498827,47.162909986061464
улица Университетская,28,2021-06-09 12:49:51.985,"1. Детская площадка
2. Пересмотреть закон о содержании собак. ",['площадка'],{'другое': 1},28 улица Университетская,56.13968001498827,47.162909986061464
улица Космонавта Николаева А.Г.,30 корп. 1,2021-06-14 00:16:31.328,Нужна детская площадка,['площадка'],{'другое': 1},30 корп. 1 улица Космонавта Николаева А.Г.,56.1181599814995,47.25537000561849
улица Космонавта Николаева А.Г.,30 корп. 1,2021-06-05 11:36:46.032,Новая детская площадка,['площадка'],{'другое': 1},30 корп. 1 улица Космонавта Николаева А.Г.,56.1181599814995,47.25537000561849
улица Космонавта Николаева А.Г.,30 корп. 1,2021-06-14 00:13:49.612,Очень хотим чтобы сделали новую детскую площадку в нашем дворе по ул. Николаева 30 корпус 1,"['площадка', 'двор']",{'другое': 1},30 корп. 1 улица Космонавта Николаева А.Г.,56.1181599814995,47.25537000561849
улица Космонавта Николаева А.Г.,46 корп. 1,2021-06-07 13:00:00.081,"Детская площадка
",['площадка'],{'другое': 1},46 корп. 1 улица Космонавта Николаева А.Г.,56.1181599814995,47.25537000561849
улица Космонавта Николаева А.Г.,46 корп. 1,2021-06-07 13:02:21.872,"Детская площадка
",['площадка'],{'другое': 1},46 корп. 1 улица Космонавта Николаева А.Г.,56.1181599814995,47.25537000561849
улица Космонавта Николаева А.Г.,46 корп. 1,2021-06-07 13:29:50.879,"Детская площадка
Капитальный ремонт дома",['площадка'],{'другое': 1},46 корп. 1 улица Космонавта Николаева А.Г.,56.1181599814995,47.25537000561849
улица Космонавта Николаева А.Г.,46 корп. 1,2021-06-07 12:56:55.457,"Детская площадка
Капитальный ремонт дома",['площадка'],{'другое': 1},46 корп. 1 улица Космонавта Николаева А.Г.,56.1181599814995,47.25537000561849
улица Декабристов,16,2021-06-05 19:24:07.625,Детская площадка,['площадка'],{'другое': 1},16 улица Декабристов,56.13395002024899,47.278589972890245
улица Терешковой,14,2021-06-10 14:12:57.162,"Лестница во 2 подъезде требует реконструкцию, можно сломать ногу, косметический ремонт в подъезде. МАФ. Отсутствует покрытие на детской площадке",['площадка'],{'другое': 1},14 улица Терешковой,56.11570999311084,47.49617998837314
улица Лебедева,1,2021-06-12 16:19:15.339,Обустроить детскую площадку по адресу улица Лебедева дом 1.,['площадка'],{'другое': 1},1 улица Лебедева,56.14882774962524,47.166476168379795
бульвар Эгерский,16 корп. 1,2021-06-06 21:56:52.495,Детская площадка,['площадка'],{'другое': 1},16 корп. 1 бульвар Эгерский,56.111990020662546,47.27070000361218
улица Чапаева,5,2021-06-08 20:30:53.038,"Хочу чтоб поставили новую детскую площадку между Чапаева д 5 и Чапаева д 5к1,детям негде играть.",['площадка'],{'другое': 1},5 улица Чапаева,56.127809982806355,47.25934998470328
улица Чапаева,5,2021-06-08 20:25:10.552,"Облагородить наш двор на Чапаева д.5 Детской площадкой, давно обещали.","['двор', 'площадка']",{'другое': 1},5 улица Чапаева,56.127809982806355,47.25934998470328
улица Хевешская,9,2021-06-08 18:46:02.668,детская площадка,['площадка'],{'другое': 1},9 улица Хевешская,56.10554999490526,47.267600040541765
бульвар А.Миттова,41,2021-06-12 10:19:07.667,Поставить во дворе дома по б-ру Миттова 41 современную детскую безопасную площадку,"['двор', 'площадка']",{'другое': 1},41 бульвар А.Миттова,56.14411000000007,47.24670000000003
бульвар Речной,3 корп. 1,2021-06-12 21:24:35.760,Улучшить детские площадки,['площадка'],{'другое': 1},3 корп. 1 бульвар Речной,56.124275320917256,47.50649953663181
бульвар Зеленый,7,2021-06-14 20:40:36.308,Площадка под мусорные баки,['площадка'],{'другое': 1},7 бульвар Зеленый,56.11295000000007,47.48249000000004
бульвар Зеленый,7,2021-06-05 22:13:53.885,Сделать покрытие на детской площадке,['площадка'],{'другое': 1},7 бульвар Зеленый,56.11295000000007,47.48249000000004
бульвар Зеленый,7,2021-06-05 22:19:57.350,Нет оборудования площадки для мусорных баков,['площадка'],{'другое': 1},7 бульвар Зеленый,56.11295000000007,47.48249000000004
бульвар Речной,4 корп. 3,2021-06-09 09:35:49.883,"Пенсия, детские площадки",['площадка'],{'другое': 1},4 корп. 3 бульвар Речной,56.12449216349346,47.50656060279946
улица Мате Залка,11,2021-06-07 09:12:55.394,Прошу установить площадку для детей по адресу М.Залка 11-178,['площадка'],{'другое': 1},11 улица Мате Залка,56.11731998907277,47.18043998218161
улица Мате Залка,11,2021-06-07 09:26:16.991,"Установите детскую площадку, детям совершенно негде играть!",['площадка'],{'другое': 1},11 улица Мате Залка,56.11731998907277,47.18043998218161
улица Мате Залка,11,2021-06-07 09:14:23.994,Прошу установить детскую площадку во дворе!,"['площадка', 'двор']",{'другое': 1},11 улица Мате Залка,56.11731998907277,47.18043998218161
улица Мате Залка,11,2021-06-05 01:23:44.558,Построить детскую площадку во дворе дома М.Залка 11,"['площадка', 'двор']",{'другое': 1},11 улица Мате Залка,56.11731998907277,47.18043998218161
улица Мате Залка,11,2021-06-05 01:26:05.612,Очень прошу построить детскую площадку во дворе д.11 по ул.М.Залка!!!,"['площадка', 'двор']",{'другое': 1},11 улица Мате Залка,56.11731998907277,47.18043998218161
проспект Мира,88Б,2021-06-09 12:19:08.614,Поставить во дворе пр. Мира 88Б хоккейную коробку.,['двор'],{'другое': 1},88Б проспект Мира,56.110570000536086,47.263600028708396
проспект Мира,88Б,2021-06-09 12:27:17.390,"Привести в порядок территорию вокруг дома 88б,обновить детскую площадку.",['площадка'],{'другое': 1},88Б проспект Мира,56.110570000536086,47.263600028708396
проспект Тракторостроителей,71,2021-06-08 22:11:18.919,Огородить детскую площадку,['площадка'],{'другое': 1},71 проспект Тракторостроителей,56.10590999764665,47.31955996124054
проспект Тракторостроителей,71,2021-06-08 21:50:59.615,Улучшить детскую площадку,['площадка'],{'другое': 1},71 проспект Тракторостроителей,56.10590999764665,47.31955996124054
проспект Тракторостроителей,71,2021-06-08 21:24:11.810,Построить спортивную площадку(футбольную и хоккейную),['площадка'],{'другое': 1},71 проспект Тракторостроителей,56.10590999764665,47.31955996124054
проспект Тракторостроителей,71,2021-06-08 21:48:06.851,"Улучшить детские площадки, установить видеокамеры в подъездах",['площадка'],{'другое': 1},71 проспект Тракторостроителей,56.10590999764665,47.31955996124054
проспект Тракторостроителей,71,2021-06-08 21:55:11.955,Обновить детскую площадку ,['площадка'],{'другое': 1},71 проспект Тракторостроителей,56.10590999764665,47.31955996124054
проспект Тракторостроителей,71,2021-06-08 21:50:02.902,Улучшить детскую площадку,['площадка'],{'другое': 1},71 проспект Тракторостроителей,56.10590999764665,47.31955996124054
проспект Тракторостроителей,5,2021-06-07 01:22:35.136,Детская площадка,['площадка'],{'другое': 1},5 проспект Тракторостроителей,56.09962998242099,47.28573998775602
улица Пролетарская,5,2021-06-10 02:40:45.330,Обустроить детскую площадку ,['площадка'],{'другое': 1},5 улица Пролетарская,56.10561998379677,47.297129988343045
улица Пролетарская,5,2021-06-10 02:39:49.161,Обустроить детскую площадку,['площадка'],{'другое': 1},5 улица Пролетарская,56.10561998379677,47.297129988343045
улица Пролетарская,5,2021-06-07 21:44:46.117,Оборудовать детскую площадку. Озеленить участок во дворе.,"['площадка', 'двор']",{'другое': 1},5 улица Пролетарская,56.10561998379677,47.297129988343045
улица Пролетарская,5,2021-06-05 22:27:44.251,Оборудовать детскую площадку. Озеленить участок во дворе.,"['площадка', 'двор']",{'другое': 1},5 улица Пролетарская,56.10561998379677,47.297129988343045
улица Пролетарская,5,2021-06-07 21:47:34.772,"Оборудовать детскую площадку, озеленить участок",['площадка'],{'другое': 1},5 улица Пролетарская,56.10561998379677,47.297129988343045
