Адрес обращения,Дом,Дата,текст обращения,text_clean,categories,full_address,latitude,longitude
улица Лукина,3,2021-06-12 21:36:59.472,"Аллею доделать 
Школа очень нужна ",['аллея'],{'парк': 1},3 улица Лукина,56.117699826474215,47.27949477104352
улица Лукина,3,2021-06-13 12:18:45.094,"Построить школу, доделать аллею",['аллея'],{'парк': 1},3 улица Лукина,56.117699826474215,47.27949477104352
улица Болгарстроя,1,2021-06-05 20:33:21.460,Нужен парк.,['парк'],{'парк': 1},1 улица Болгарстроя,56.07272498533138,47.28220378586036
улица П.В.Дементьева,3 корп. 2,2021-06-08 22:16:25.683,"школу, парк",['парк'],{'парк': 1},3 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица П.В.Дементьева,3 корп. 2,2021-06-08 22:00:54.225,"парк, ничего в районе нет.негде гулять-нужен парк","['парк', 'парк']",{'парк': 1},3 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица Богдана Хмельницкого,10 корп. 1,2021-06-17 13:46:31.104,"Снести ветхое здание по ул. Б. Хмельницкого 14. Благоустроить парк ""Чебоксарка""",['парк'],{'парк': 1},10 корп. 1 улица Богдана Хмельницкого,56.13535000762687,47.23728998901197
улица П.В.Дементьева,3 корп. 1,2021-06-08 22:37:00.885,"транспорт плохо ходит, школа, парк",['парк'],{'парк': 1},3 корп. 1 улица П.В.Дементьева,56.11803002009077,47.20732996575876
улица П.В.Дементьева,3 корп. 1,2021-06-08 21:37:09.025,"достроить долгострой, парк, сбербанк  ",['парк'],{'парк': 1},3 корп. 1 улица П.В.Дементьева,56.11803002009077,47.20732996575876
проспект Ленина,52,2021-06-15 00:13:20.336,вдоль сквер чапаева очень много ставят машини. центр города туристы че будут смотреть ,['сквер'],{'парк': 1},52 проспект Ленина,56.11368999635508,47.26058002899427
проспект Ленина,52,2021-06-13 16:17:23.777,"сквер чапаево отремонтировать , благоустроить территорию.
верните магазин смак",['сквер'],{'парк': 1},52 проспект Ленина,56.11368999635508,47.26058002899427
проспект Ленина,52,2021-06-13 15:54:23.187,благородить сквер чапаева,['сквер'],{'парк': 1},52 проспект Ленина,56.11368999635508,47.26058002899427
бульвар А.Миттова,35,2021-06-12 09:56:22.645,"Сделать капитальный ремонт в подъезде 3, вставить новые стекла в окна.
Построить бассейн и парк для детей",['парк'],{'парк': 1},35 бульвар А.Миттова,56.14411000000007,47.24670000000003
улица Константина Иванова,81,2021-06-06 23:14:10.634,"парки, скверы",['сквер'],{'парк': 1},81 улица Константина Иванова,56.14836002055014,47.229249983667046
улица Ленинского Комсомола,40,2021-06-08 18:59:32.989,Очистить аллею от птиц,['аллея'],{'парк': 1},40 улица Ленинского Комсомола,56.10715001640244,47.284480020070674
улица Эльменя,30,2021-06-04 23:09:27.942,"парк, школа",['парк'],{'парк': 1},30 улица Эльменя,56.12463001447014,47.18185996039858
улица Эльменя,30,2021-06-04 23:17:33.242,"парк, продлить маршрут до Эльменя д.30",['парк'],{'парк': 1},30 улица Эльменя,56.12463001447014,47.18185996039858
улица Эльменя,30,2021-06-04 23:02:18.004,"школа, парк",['парк'],{'парк': 1},30 улица Эльменя,56.12463001447014,47.18185996039858
улица Т.Кривова,3,2021-06-04 14:48:10.128,Облагородить парк Гузовского.,['парк'],{'парк': 1},3 улица Т.Кривова,56.117699826474215,47.27949477104352
улица Ардалиона Игнатьева,11/14,2021-06-04 16:04:23.559,"Повесить вывеску в сквере Ислюкова ""Выгул собак запрещен"".",['сквер'],{'парк': 1},11/14 улица Ардалиона Игнатьева,56.15222998715575,47.17074999919663
улица Гражданская,72,2021-06-12 05:23:15.356,Просим сделать вас парк отдыха с детьми в ЮЗР,['парк'],{'парк': 1},72 улица Гражданская,56.11611001943987,47.18975998796046
улица Правая Набережная Сугутки,7,2021-06-17 14:06:29.493,"В районе необходимо следующее:
детская больница, библиотека, парк.",['парк'],{'парк': 1},7 улица Правая Набережная Сугутки,56.12794713718604,47.21946394766075
улица Академика В.Н.Челомея,1,2021-06-08 20:49:35.450,"школа, парк",['парк'],{'парк': 1},1 улица Академика В.Н.Челомея,56.11206000955406,47.208230014521746
улица Академика В.Н.Челомея,1,2021-06-08 21:26:52.565,"
школу, парк",['парк'],{'парк': 1},1 улица Академика В.Н.Челомея,56.11206000955406,47.208230014521746
улица Академика В.Н.Челомея,1,2021-06-08 20:58:47.181,"ТЦ, Сквер",['сквер'],{'парк': 1},1 улица Академика В.Н.Челомея,56.11206000955406,47.208230014521746
улица Академика В.Н.Челомея,1,2021-06-08 21:01:17.202,"
школу, парк, магазины",['парк'],{'парк': 1},1 улица Академика В.Н.Челомея,56.11206000955406,47.208230014521746
улица Академика В.Н.Челомея,1,2021-06-08 21:04:08.715,"
школу,парк, садики, магазины",['парк'],{'парк': 1},1 улица Академика В.Н.Челомея,56.11206000955406,47.208230014521746
улица Академика В.Н.Челомея,1,2021-06-08 23:05:56.973,"школу, магазины, парк",['парк'],{'парк': 1},1 улица Академика В.Н.Челомея,56.11206000955406,47.208230014521746
улица П.В.Дементьева,19,2021-06-09 15:19:43.417,"школу достроить,
парк",['парк'],{'парк': 1},19 улица П.В.Дементьева,56.115460002848636,47.21689002924455
улица П.В.Дементьева,19,2021-06-09 15:16:43.238,"школа, парк, облагородить пустующую территория",['парк'],{'парк': 1},19 улица П.В.Дементьева,56.115460002848636,47.21689002924455
улица Болгарстроя,9/11,2021-06-10 16:35:15.947,Построить детский парк.Озеленить дворовые территории.,['парк'],{'парк': 1},9/11 улица Болгарстроя,56.069559988598144,47.28169999424446
улица П.В.Дементьева,18 корп. 4,2021-06-08 09:59:55.035,парк,['парк'],{'парк': 1},18 корп. 4 улица П.В.Дементьева,56.118046441269534,47.21134956224926
улица Мичмана Павлова,76,2021-06-08 19:36:48.614,Нужен небольшой скейт-парк.,['парк'],{'парк': 1},76 улица Мичмана Павлова,56.13577999925977,47.15929000971806
улица П.В.Дементьева,14,2021-06-09 11:18:53.388,"благоустроить территорию, парк,
повысить з/п бюджетникам",['парк'],{'парк': 1},14 улица П.В.Дементьева,56.11785001872008,47.217009974278966
улица П.В.Дементьева,18,2021-06-09 10:56:51.420,сквер,['сквер'],{'парк': 1},18 улица П.В.Дементьева,56.1176499846008,47.219759992891824
улица Гузовского,34,2021-06-05 10:57:43.821,Сделать аллею возле школы № 29.,['аллея'],{'парк': 1},34 улица Гузовского,56.14618001326275,47.18781002200572
улица Короленко,6А,2021-06-05 22:25:01.427,парк,['парк'],{'парк': 1},6А улица Короленко,56.13031001115698,47.2255000040054
улица Короленко,6А,2021-06-05 22:18:53.089,парк,['парк'],{'парк': 1},6А улица Короленко,56.13031001115698,47.2255000040054
улица Короленко,6А,2021-06-05 22:22:53.634,парк,['парк'],{'парк': 1},6А улица Короленко,56.13031001115698,47.2255000040054
улица П.В.Дементьева,6 корп. 2,2021-06-09 14:24:46.913,"школу
парк",['парк'],{'парк': 1},6 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица Богдана Хмельницкого,96 корп. 1,2021-06-09 14:31:43.086,"школу,
парк,
пешеходную дорожку около маг.Магнит (Б.Хмельницкого д.109)","['парк', 'дорожка']",{'парк': 1},96 корп. 1 улица Богдана Хмельницкого,56.13535000762687,47.23728998901197
улица Олега Кошевого,11,2021-06-04 19:49:51.909,нет парка для отдыха,['парк'],{'парк': 1},11 улица Олега Кошевого,56.127809982806355,47.20419002101019
улица Маршака,8 корп. 1,2021-06-08 19:27:32.146,"Было бы неплохо поблизости ул. Маршака разрубить, обустроить парк.",['парк'],{'парк': 1},8 корп. 1 улица Маршака,56.12906908317258,47.26168746208533
улица П.В.Дементьева,15 корп. 1,2021-06-09 14:54:31.349,"парк
школу скорее,
ТРЦ,
",['парк'],{'парк': 1},15 корп. 1 улица П.В.Дементьева,56.11803002009077,47.20732996575876
улица Энтузиастов,35,2021-06-11 13:11:50.254,"Организовать в ЮЗР места для отдыха: парк, культурно-благоустроенную территорию",['парк'],{'парк': 1},35 улица Энтузиастов,56.114410001837825,47.178699982901435
улица Университетская,10,2021-06-14 17:01:36.138,"Обустроить сквер Петрикова (сделать покрытие, установить доп. оборудование для детей 6- 15 лет",['сквер'],{'парк': 1},10 улица Университетская,56.14562999277638,47.16822998000691
улица Магницкого,20,2021-06-06 13:09:07.913,Благоустроить парк.,['парк'],{'парк': 1},20 улица Магницкого,56.084179997483346,47.28016996163882
улица Николая Рождественского,1,2021-06-07 22:18:44.802,"1.Хотим территориально перейти к школе гимназии №4 так как до школы №6 далеко и там 3 смены. 2.Хотим обустроить детский парк ,сквер или парк с внешней стороны дома.3.Не хотим точечной застройки.4.Не хватает остановки общественного транспорта рядом с домом(территория фитнеса)","['парк', 'сквер', 'парк']",{'парк': 1},1 улица Николая Рождественского,56.13100000942637,47.25231999869101
улица Ардалиона Игнатьева,8/12,2021-06-04 15:52:11.344,Благоустроить Парк Победы И.Франко,['парк'],{'парк': 1},8/12 улица Ардалиона Игнатьева,56.15230999242155,47.1715600263195
проезд Соляное,14,2021-06-08 15:07:10.557,"Магазин, парк",['парк'],{'парк': 1},14 проезд Соляное,56.13722001022529,47.31163001028432
улица П.В.Дементьева,18 корп. 2,2021-06-08 10:18:33.315,"построить школу,  парк, ТЦ",['парк'],{'парк': 1},18 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица П.В.Дементьева,18 корп. 2,2021-06-08 10:20:44.975,"построить школу, парк",['парк'],{'парк': 1},18 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица П.В.Дементьева,18 корп. 2,2021-06-08 10:28:50.479,"построить школу, транспорт в ЮЗР и в СЗР, озеленить около Дементьева д.22 (парк), облагородить садики",['парк'],{'парк': 1},18 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица П.В.Дементьева,18 корп. 2,2021-06-08 10:21:43.018,"построить школу, парк",['парк'],{'парк': 1},18 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица П.В.Дементьева,18 корп. 2,2021-06-08 10:23:45.096,парка нет,['парк'],{'парк': 1},18 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица Маршака,3,2021-06-08 19:07:08.535,Сквер.,['сквер'],{'парк': 1},3 улица Маршака,56.129620012887585,47.26253996941378
бульвар Эгерский,49,2021-06-11 18:12:25.714,обустроить парк рядом с кадетским корпусом и построить велосипедную дорожку.,"['парк', 'дорожка']",{'парк': 1},49 бульвар Эгерский,56.09266001083546,47.28472996842336
улица Эльменя,24,2021-06-04 21:29:46.281,"школу, сквер, остановку сделать внизу Финской долины",['сквер'],{'парк': 1},24 улица Эльменя,56.12396998150459,47.183589985213985
проспект Тракторостроителей,63/21,2021-06-10 01:11:46.167,Благоустроить Бауманский сквер,['сквер'],{'парк': 1},63/21 проспект Тракторостроителей,56.10497000911505,47.31531997551923
улица Декабристов,37,2021-06-05 19:28:59.009,Детский парк,['парк'],{'парк': 1},37 улица Декабристов,56.13310998591274,47.27855996567689
улица Ахазова,9,2021-06-06 21:52:27.741,Улучшить сквер по улице Эльгера 13. ,['сквер'],{'парк': 1},9 улица Ахазова,56.145599985563024,47.1751800026629
бульвар Солнечный,12 корп. 1,2021-06-06 09:19:39.875,"Построить детскую  поликлинику,школу,парк..",['парк'],{'парк': 1},12 корп. 1 бульвар Солнечный,56.10750782824881,47.33829072732854
улица Гоголя,3,2021-06-06 12:18:32.253,"Построить школу, парк.",['парк'],{'парк': 1},3 улица Гоголя,56.068899997542104,47.28418003175602
улица Гоголя,3,2021-06-06 12:14:59.803,Благоустроить парк.,['парк'],{'парк': 1},3 улица Гоголя,56.068899997542104,47.28418003175602
улица Гоголя,3,2021-06-06 11:09:38.725,"Построить школу,сквер.",['сквер'],{'парк': 1},3 улица Гоголя,56.068899997542104,47.28418003175602
улица Ильи Тукташа,5,2021-06-14 08:26:34.724,"Мкр. Благовещенский большой район ,в котором нет сквера ,парка, где можно было бы прогуляться. Очень не хватает такого места .","['сквер', 'парк']",{'парк': 1},5 улица Ильи Тукташа,56.13466000935745,47.255860011678124
проспект Тракторостроителей,34,2021-06-04 14:42:27.074,Школа и парк в микрорайоне Лента ,['парк'],{'парк': 1},34 проспект Тракторостроителей,56.099939987109934,47.30874001388844
улица Социалистическая,2,2021-06-11 02:05:50.646,"Увеличить число бюджетных мест в ВУЗах республики.
Открыть отделение Сбербанка в микрорайоне.
Благоустроить парк перед заводом им.Чапаева",['парк'],{'парк': 1},2 улица Социалистическая,56.1081299866122,47.17541000208604
улица Байдула,7,2021-06-07 21:06:47.389,Разбить парк возле дома в районе центральном т.к район микрорайон Благовещенский большой.,['парк'],{'парк': 1},7 улица Байдула,56.130800017216615,47.25935995916805
улица Олега Кошевого,9,2021-06-04 19:56:36.328,"1)нет парка для отдыха, торгового центра
2)нет льготного проезда",['парк'],{'парк': 1},9 улица Олега Кошевого,56.127470012813546,47.204769964890914
улица Олега Кошевого,9,2021-06-04 19:58:03.407,парк для отдыха,['парк'],{'парк': 1},9 улица Олега Кошевого,56.127470012813546,47.204769964890914
улица Радужная,13,2021-06-07 15:43:41.955,Установить МАФы в сквере Пирогова.,['сквер'],{'парк': 1},13 улица Радужная,56.13904998923607,47.22159001381212
улица Аркадия Гайдара,10,2021-06-05 19:16:25.266,Засыпать овраг между Благовещенским районом и улицей Ярмарочная и разбить красивый парк,['парк'],{'парк': 1},10 улица Аркадия Гайдара,56.145030016147075,47.26795995946412
бульвар Юго-Западный,9,2021-06-12 04:46:45.125,"Хотелось бы парк в нашем районе
Асфальтированные дорожки","['парк', 'дорожка']",{'парк': 1},9 бульвар Юго-Западный,56.11808999260799,47.18876002691164
улица Пустынькассинская,7,2021-06-07 16:16:33.459,"Сделать канализацию по Пустынькасинской улице, по улице Садовой, Липовой аллее и т.д. Пожелание всех жителей ",['аллея'],{'парк': 1},7 улица Пустынькассинская,56.08893999647765,47.4550899711694
