Адрес обращения,Дом,Дата,текст обращения,text_clean,categories,full_address,latitude,longitude
улица Шумилова,1,2021-06-11 21:41:26.981,Покрасить стены в подъезде в более светлый цвет. сменить освещение в подъезде,['освещение'],{'освещение': 1},1 улица Шумилова,56.10154000860712,47.27523997764814
бульвар Юности,21,2021-06-08 21:24:52.048,"Ремонт дома, крыши. Освещение за домом ",['освещение'],{'освещение': 1},21 бульвар Юности,56.139160001715254,47.15932999139619
улица Воинов интернационалистов,7,2021-06-12 13:08:05.469,Ремонт в подъезде. Освещение в подъезде.,['освещение'],{'освещение': 1},7 улица Воинов интернационалистов,56.11895999224808,47.445429995397774
улица Космонавта Николаева А.Г.,35,2021-06-05 10:47:26.577,Освещение улиц,['освещение'],{'освещение': 1},35 улица Космонавта Николаева А.Г.,56.124650005309206,47.276229964232186
улица Космонавта Николаева А.Г.,35,2021-06-05 10:35:32.682,Освещение улиц,['освещение'],{'освещение': 1},35 улица Космонавта Николаева А.Г.,56.124650005309206,47.276229964232186
улица Космонавта Николаева А.Г.,35,2021-06-05 10:48:22.719,Освещение улицы,['освещение'],{'освещение': 1},35 улица Космонавта Николаева А.Г.,56.124650005309206,47.276229964232186
улица Космонавта Николаева А.Г.,35,2021-06-05 10:56:49.580,"Освещение улиц
",['освещение'],{'освещение': 1},35 улица Космонавта Николаева А.Г.,56.124650005309206,47.276229964232186
улица Солнечная,28,2021-06-12 08:11:55.047,Парковочные места. Освещение у дома,['освещение'],{'освещение': 1},28 улица Солнечная,56.10011998848063,47.221379963318526
улица Афанасьева,13,2021-06-04 22:47:42.389,Сделать хорошее освещение возле школы №2 (очень темно).,['освещение'],{'освещение': 1},13 улица Афанасьева,56.15084999061696,47.21894996576893
улица Байдула,5 корп. 1,2021-06-07 20:43:17.475,"Провести освещение по ул. Маршака вдоль домов 2,4,6 то есть вдоль школы №6",['освещение'],{'освещение': 1},5 корп. 1 улица Байдула,56.13006533972039,47.26052479347746
улица П.В.Дементьева,18,2021-06-09 11:11:07.239,"построить школу, 
Дементьева д.18 включить освещение",['освещение'],{'освещение': 1},18 улица П.В.Дементьева,56.1176499846008,47.219759992891824
улица Н.Сверчкова,11 корп. 1,2021-06-04 15:26:19.495,Поменять освещение на столбах по ул. Н.Сверчкова дом 11/1 (очень темно),['освещение'],{'освещение': 1},11 корп. 1 улица Н.Сверчкова,56.14411000000007,47.24670000000003
улица Грасиса,11,2021-06-10 15:18:35.219,"течет крыша, пенсии не хватает, ЖКХ-дорого, (хотим получать квартплату газ свет одной квитанцией)",['свет'],{'освещение': 1},11 улица Грасиса,56.1263200156979,47.194779993591254
улица Университетская,7,2021-06-14 05:58:32.699,"1) Поменять окна в подъезде.
2) Убрать мусоропровод в подъезде. 
3) Дополнительное освещение на улице. ",['освещение'],{'освещение': 1},7 улица Университетская,56.146189987727524,47.17189999631228
улица Эльменя,17,2021-06-04 20:08:18.623,"Освещение между домами №13,15,17",['освещение'],{'освещение': 1},17 улица Эльменя,56.123170012665526,47.1838299591019
улица Эльменя,17,2021-06-04 20:17:02.975,"освещение между д.№13,15,17",['освещение'],{'освещение': 1},17 улица Эльменя,56.123170012665526,47.1838299591019
улица Эльменя,17,2021-06-04 20:15:29.919,"освещение между домами 13,15,17",['освещение'],{'освещение': 1},17 улица Эльменя,56.123170012665526,47.1838299591019
улица Эльменя,17,2021-06-04 20:18:48.863,"освещение между д.№13,15,17",['освещение'],{'освещение': 1},17 улица Эльменя,56.123170012665526,47.1838299591019
улица 2-я Нижняя,10,2021-06-06 20:25:05.516,Сделать освещение по улице.,['освещение'],{'освещение': 1},10 улица 2-я Нижняя,56.070013971322425,47.30584759394731
проспект И.Я.Яковлева,8,2021-06-12 07:43:13.776,Плохое освещение  за домом,['освещение'],{'освещение': 1},8 проспект И.Я.Яковлева,56.06670641899417,47.27807004343629
улица Академика Королева,5,2021-06-06 22:28:39.162,освещение сделать,['освещение'],{'освещение': 1},5 улица Академика Королева,56.118629996720074,47.19959003254752
улица Академика Королева,5,2021-06-06 22:25:18.375,освещение,['освещение'],{'освещение': 1},5 улица Академика Королева,56.118629996720074,47.19959003254752
улица Серебряная,11 ,2021-06-12 10:09:39.192,Отсутствует освещение,['освещение'],{'освещение': 1},11  улица Серебряная,56.13917999255432,47.317560039142876
улица Николая Рождественского,1,2021-06-07 22:02:36.848,Просим рассмотреть вопрос перераспределения дома по ул. Н. Рождественского д.1 к гимназии 4 или 2 школе т.к. до 6 школы  далеко зимой нет освещения и она перегружена. Просим помощи.,['освещение'],{'освещение': 1},1 улица Николая Рождественского,56.13100000942637,47.25231999869101
переулок Заводской,2,2021-06-04 19:34:07.847,уличное освещение,['освещение'],{'освещение': 1},2 переулок Заводской,56.15188000078865,47.237099971266986
проспект Мира,42,2021-06-06 18:49:12.451,"Ремонт в подъезде
Освещение улиц
Уборка территории",['освещение'],{'освещение': 1},42 проспект Мира,56.12046001764037,47.27755003016327
проспект Мира,42,2021-06-06 16:20:51.552,"Освещение в подъезде
Ремонт в подъезде ",['освещение'],{'освещение': 1},42 проспект Мира,56.12046001764037,47.27755003016327
улица Петрова,11,2021-06-08 15:01:14.618,"обрезка снитарная с двух сторон дома. топользакрывает полностью освещение во всех 4-х этажей.
замена водостоных труб , ремонт цоколя
",['освещение'],{'освещение': 1},11 улица Петрова,56.11992001352829,47.25353998469819
улица Ардалиона Игнатьева,7,2021-06-04 15:29:54.228,"по адресу ул. Ардалиона Игнатьева дом 7 отсутствует уличное освещение, поменять асфальтное покрытие возле дома.",['освещение'],{'освещение': 1},7 улица Ардалиона Игнатьева,56.15102001752285,47.170599963129774
проспект Мира,76,2021-06-08 08:48:23.600,"Проводка старая, темные коридоры, окна не закрываются, замена светильников.",['светильник'],{'освещение': 1},76 проспект Мира,56.11345999693194,47.26879999380037
улица Эльгера,6,2021-06-05 14:22:44.891,"Около нашего дома очень плохое освещение, опасность для детей. Парковочных мест почти нет. ",['освещение'],{'освещение': 1},6 улица Эльгера,56.14170998620881,47.17898002228651
улица Кадыкова,13,2021-06-08 11:22:50.312,"Надо сделать освещение у дома Кадыкова, 13, со стороны школы 55 от 5 подъезда до дома Пролетарская, 5.",['освещение'],{'освещение': 1},13 улица Кадыкова,56.105740012650244,47.29997002859599
улица 1-ый Якимовский овраг,98А,2021-06-04 19:32:49.260,Освещение улиц,['освещение'],{'освещение': 1},98А улица 1-ый Якимовский овраг,56.13970998029211,47.288689998578604
улица Н.Сверчкова,15,2021-06-04 15:51:12.150,Благоустроить освещение.,['освещение'],{'освещение': 1},15 улица Н.Сверчкова,56.1516707063581,47.244126229008025
проезд Мясокомбинатский,8 корп. 1,2021-06-05 18:52:23.870,Нет света на первом этаже,['свет'],{'освещение': 1},8 корп. 1 проезд Мясокомбинатский,56.116800017709295,47.278069959617255
улица К.Симонова,21 корп. А,2021-06-06 12:39:26.485,Поставить столб с освещением между улицами 5-Южная и Симонова.,['освещение'],{'освещение': 1},21 корп. А улица К.Симонова,56.14411000000007,47.24670000000003
улица Советская,40,2021-06-14 13:26:01.826,Улучшить освещение в городе ,['освещение'],{'освещение': 1},40 улица Советская,56.14347587624685,47.244116014770114
улица 2-я Путепроводная,62,2021-06-09 01:11:58.300,"Нужно нормальное освещение, нужен магазин",['освещение'],{'освещение': 1},62 улица 2-я Путепроводная,56.13128115370518,47.32925259904626
улица Академика Королева,7,2021-06-06 22:38:39.310,"освещение
много бомжей и алкоголиков, нарушителей порядка",['освещение'],{'освещение': 1},7 улица Академика Королева,56.11853000061518,47.200129994750085
бульвар Эгерский,47,2021-06-11 18:00:46.846,"не работает уличное освещение 1,2 подъезда",['освещение'],{'освещение': 1},47 бульвар Эгерский,56.09348001242313,47.28537998501463
улица Академика Королева,3,2021-06-06 22:31:17.634,освещение,['освещение'],{'освещение': 1},3 улица Академика Королева,56.119139993618774,47.19927998594906
улица Академика Королева,3,2021-06-06 22:23:00.100,освещение плохое,['освещение'],{'освещение': 1},3 улица Академика Королева,56.119139993618774,47.19927998594906
улица Изумрудная,13,2021-06-12 10:07:21.770,Сделать освещение улиц Грузовая и Изумрудная,['освещение'],{'освещение': 1},13 улица Изумрудная,56.13976999471885,47.31783999470892
улица Константина Федина,29,2021-06-12 10:04:16.163,Нет освещения,['освещение'],{'освещение': 1},29 улица Константина Федина,56.139187342878465,47.30466596477548
улица Корнея Чуковского,30,2021-06-08 18:15:05.818,"Освещение, дорогие",['освещение'],{'освещение': 1},30 улица Корнея Чуковского,56.11292217390552,47.315694197407
улица 2-я Нижняя,БН6,2021-06-06 20:26:17.099,Провести освещение.,['освещение'],{'освещение': 1},БН6 улица 2-я Нижняя,56.070013971322425,47.30584759394731
