Адрес обращения,Дом,Дата,текст обращения,text_clean,categories,full_address,latitude,longitude
улица Хузангая,29,2021-06-15 06:55:49.526,Прошу установить новые скамейки у подъездов,['скамейка'],{'лавочка': 1},29 улица Хузангая,56.08985001970541,47.278180014005954
улица Хузангая,29,2021-06-11 14:27:56.459,Прошу озеленить территорию дома и установить новые скамейки.,['скамейка'],{'лавочка': 1},29 улица Хузангая,56.08985001970541,47.278180014005954
улица Хузангая,29,2021-06-11 14:35:29.356,Просим поставить новые скамейки возле подъездов нашего дома.,['скамейка'],{'лавочка': 1},29 улица Хузангая,56.08985001970541,47.278180014005954
улица Композитора Максимова,9,2021-06-05 22:07:42.511,обновить скамейки,['скамейка'],{'лавочка': 1},9 улица Композитора Максимова,56.14411000000007,47.24670000000003
улица 50 лет Октября,22,2021-06-14 16:17:34.845,Прошу возле нашего дома (50 лет Октября) поставить скамейку,['скамейка'],{'лавочка': 1},22 улица 50 лет Октября,56.12693000870149,47.281070010401805
улица Калинина,93,2021-06-04 20:51:09.284,"Прошу ДОУ №188 помочь, выделив строительные материалы для построек на прогулочных участках (скамейки,домики и прочее)",['скамейка'],{'лавочка': 1},93 улица Калинина,56.140129997460235,47.26843001659421
улица Хузангая,27,2021-06-12 19:32:31.981,Скамейки за домом для пенсионеров. Негде сидеть.,['скамейка'],{'лавочка': 1},27 улица Хузангая,56.092200011989206,47.27940000001314
улица Хузангая,27,2021-06-12 20:41:55.270,Установить мусорные баки с крышками. Нет скамеек со спинкой для пожилых людей,['скамейка'],{'лавочка': 1},27 улица Хузангая,56.092200011989206,47.27940000001314
проспект Ленина,38 корп. 2,2021-06-08 18:23:04.586,Отремонтировать и покрасить скамейки и входные двери ,['скамейка'],{'лавочка': 1},38 корп. 2 проспект Ленина,56.13077001000326,47.24643003532964
улица Ленинского Комсомола,80,2021-06-09 23:39:10.626,Установить видеонаблюдение и современные скамейки,['скамейка'],{'лавочка': 1},80 улица Ленинского Комсомола,56.10920002037156,47.319240023996315
улица Социалистическая,2 корп. 1,2021-06-11 00:44:18.800,"Установка перил и скамеек на входе в подъезд 1, т.к. у меня больные ноги и мне 97 лет",['скамейка'],{'лавочка': 1},2 корп. 1 улица Социалистическая,56.10503999800656,47.166120003520575
бульвар Зеленый,2,2021-06-06 20:39:54.302,"Сделайте, пожалуйста, скамейку около дома",['скамейка'],{'лавочка': 1},2 бульвар Зеленый,56.11295000000007,47.48249000000004
проспект Максима Горького,39,2021-06-15 16:34:51.968,"Ремонт парковочных мест
Установка новых скамеек, новую мусорную урну",['скамейка'],{'лавочка': 1},39 проспект Максима Горького,56.147829990902835,47.176309967029994
улица Кадыкова,19,2021-06-08 20:35:15.863,Больше скамеек,['скамейка'],{'лавочка': 1},19 улица Кадыкова,56.106539981489334,47.30401002210752
улица Декабристов,12,2021-06-06 21:19:59.557,Покраска скамеек,['скамейка'],{'лавочка': 1},12 улица Декабристов,56.13653998642067,47.28130998428972
улица Декабристов,12,2021-06-06 21:17:31.974,Покраска скамеек,['скамейка'],{'лавочка': 1},12 улица Декабристов,56.13653998642067,47.28130998428972
улица Декабристов,12,2021-06-06 21:18:23.034,Покраска скамеек,['скамейка'],{'лавочка': 1},12 улица Декабристов,56.13653998642067,47.28130998428972
улица Пионерская,2 корп. 1,2021-06-05 12:16:03.323,В городе не хватает урн и скамеек,['скамейка'],{'лавочка': 1},2 корп. 1 улица Пионерская,56.13861999760317,47.26131000894182
улица Афанасьева,1,2021-06-05 13:08:53.519,Поставить скамейки возле дома по адресу ул. Афанасьева 1.,['скамейка'],{'лавочка': 1},1 улица Афанасьева,56.14690001874553,47.21909002737101
улица Афанасьева,10,2021-06-06 01:01:50.477,Установить скамейки возле подъездов по адресу ул. Афанасьева 10,['скамейка'],{'лавочка': 1},10 улица Афанасьева,56.15051999508893,47.221309974427015
улица Первомайская,27,2021-06-08 21:11:14.419,Ремонт скамеек,['скамейка'],{'лавочка': 1},27 улица Первомайская,56.103890000890885,47.18066000713998
улица Калинина,102 корп. 1,2021-06-06 21:09:02.434,Скамейки,['скамейка'],{'лавочка': 1},102 корп. 1 улица Калинина,56.14608001715786,47.25789999927295
улица Калинина,102 корп. 1,2021-06-06 21:10:07.521,Скамейки,['скамейка'],{'лавочка': 1},102 корп. 1 улица Калинина,56.14608001715786,47.25789999927295
улица Калинина,102 корп. 1,2021-06-06 21:24:30.503,Покраска скамеек,['скамейка'],{'лавочка': 1},102 корп. 1 улица Калинина,56.14608001715786,47.25789999927295
улица Винокурова,89,2021-06-05 16:00:37.655,Скамейки удобные сделать,['скамейка'],{'лавочка': 1},89 улица Винокурова,56.11183998459569,47.46421995920326
улица Хевешская,1 корп. 1,2021-06-08 19:24:35.829,около подьездаустановили бы скомейки ,['скомейка'],{'лавочка': 1},1 корп. 1 улица Хевешская,56.10356000536288,47.268830001013754
улица Хевешская,1 корп. 1,2021-06-08 20:02:37.194,"возле подьездов нет скомеек , нет возможностей посидеть и подышать ",['скомейка'],{'лавочка': 1},1 корп. 1 улица Хевешская,56.10356000536288,47.268830001013754
улица Космонавта Николаева А.Г.,26,2021-06-04 18:32:30.050,Установка скамеек возле подъезда,['скамейка'],{'лавочка': 1},26 улица Космонавта Николаева А.Г.,56.12371001677761,47.27647002193913
проспект Ленина,51 корп. 1,2021-06-08 14:36:20.272,"скамейка поставить возле подьездов , окно новые поставить в подьезде , огородить клубы с цветами ",['скамейка'],{'лавочка': 1},51 корп. 1 проспект Ленина,56.132619979853104,47.24654000589928
проспект Ленина,51 корп. 1,2021-06-08 14:32:43.196,"сделать косметический ремонт в подьезде , поменять окно в подьезде , поставить скамейки возле подьезда",['скамейка'],{'лавочка': 1},51 корп. 1 проспект Ленина,56.132619979853104,47.24654000589928
проспект Ленина,51 корп. 1,2021-06-08 12:10:43.822,"просим поставить скомейки возле подьездов 
окна в подьезде поменять на пластиковые 
сделать косметический ремонт в подьезде",['скомейка'],{'лавочка': 1},51 корп. 1 проспект Ленина,56.132619979853104,47.24654000589928
улица Советская,37,2021-06-12 09:37:36.784,"Нет капитального ремонта в подъездах. Скамейка около подъезда. Перенести мусорный контейнер. Мусорные контейнеры доставляют неудобства жителям дома (м-н ""Пятерочка""",['скамейка'],{'лавочка': 1},37 улица Советская,56.14347587624685,47.244116014770114
улица Баумана,12,2021-06-12 06:49:59.541,"Установить видеокамеру, обновить скамейки",['скамейка'],{'лавочка': 1},12 улица Баумана,56.10367999230684,47.308549996143455
улица Мичмана Павлова,46,2021-06-08 21:28:50.996,Скамейки у подъездов более новые,['скамейка'],{'лавочка': 1},46 улица Мичмана Павлова,56.14060998714558,47.17304999342795
улица Мичмана Павлова,46,2021-06-08 21:26:49.098,Уборка мусора на территории дома 46. Новые скамейки у подъездов,['скамейка'],{'лавочка': 1},46 улица Мичмана Павлова,56.14060998714558,47.17304999342795
улица Винокурова,105,2021-06-12 11:13:28.135,"Просьба убрать скамейку у 2 подъезда в связи с тем, что по ночам собираются шумные компании, которые выпивают, громко и нецензурно выражаются, тем самым мешая отдыхать жителям 2 и 3 подъезда",['скамейка'],{'лавочка': 1},105 улица Винокурова,56.11344000609287,47.45438999843523
улица Советская,65,2021-06-08 21:13:14.813,Ремонт скамеек,['скамейка'],{'лавочка': 1},65 улица Советская,56.14347587624685,47.244116014770114
улица Советская,65,2021-06-08 21:28:29.116,Ремонт скамеек,['скамейка'],{'лавочка': 1},65 улица Советская,56.14347587624685,47.244116014770114
проспект Максима Горького,47,2021-06-12 16:01:54.655,Установить скамейки у подъезда. Пенсионерам негде отдыхать,['скамейка'],{'лавочка': 1},47 проспект Максима Горького,56.147009989315194,47.17097002415497
проспект Максима Горького,47,2021-06-12 15:54:31.830,Установить скамейки у подъезда. ,['скамейка'],{'лавочка': 1},47 проспект Максима Горького,56.147009989315194,47.17097002415497
улица Молодежная,9,2021-06-07 18:53:32.962,"Не хватает скамеек около подъездов, нет урн для мусора",['скамейка'],{'лавочка': 1},9 улица Молодежная,56.13397001108805,47.27575999092113
улица Винокурова,84А,2021-06-08 22:10:08.092,"Поставить скамейку возле подъезда, живут инвалиды",['скамейка'],{'лавочка': 1},84А улица Винокурова,56.11726001655555,47.446660039688766
улица Молодежная,3,2021-06-08 06:52:34.663,По улице Молодежной 3 поставить урны и скамейки,['скамейка'],{'лавочка': 1},3 улица Молодежная,56.13530000957442,47.277409968561216
проспект 9-й Пятилетки,15 корп. 1,2021-06-12 21:40:07.351,"Прошу установить металлические перила у подъезда 1 
поставить нормальную скамейку",['скамейка'],{'лавочка': 1},15 корп. 1 проспект 9-й Пятилетки,56.09597999886424,47.26902001875874
улица О.Беспалова,2,2021-06-09 00:38:43.443,"На Беспалова 2 и 2б убрать скамейки под липами: собираются люди для распития спиртных напитков ночью, не дают отдыхать",['скамейка'],{'лавочка': 1},2 улица О.Беспалова,56.10613137630928,47.17821445251328
улица Энгельса,5,2021-06-07 17:19:25.158,Переставить скомейки перед подьездом,['скомейка'],{'лавочка': 1},5 улица Энгельса,56.12558999384083,47.25602002220975
улица Энтузиастов,12,2021-06-10 15:29:03.287,скамейку,['скамейка'],{'лавочка': 1},12 улица Энтузиастов,56.12586001685162,47.195599995178924
улица Энтузиастов,12,2021-07-06 12:43:55.307,Сделайте хорошую скамейку. Негде сидеть.,['скамейка'],{'лавочка': 1},12 улица Энтузиастов,56.12586001685162,47.195599995178924
улица Энгельса,46 корп. 1,2021-06-14 23:46:06.373,"убрать скомейку подальше от подьезда, чтоб не курили ",['скомейка'],{'лавочка': 1},46 корп. 1 улица Энгельса,56.129889993988854,47.25232997315578
улица Советская,21,2021-06-12 12:37:45.070,Покрасить ограждения около дома и скамейки,['скамейка'],{'лавочка': 1},21 улица Советская,56.14347587624685,47.244116014770114
бульвар Эгерский,8,2021-06-06 21:38:22.980,Скамейки возле подъезда,['скамейка'],{'лавочка': 1},8 бульвар Эгерский,56.105690014597826,47.28067002598226
улица Гражданская,131 корп. 1,2021-06-14 12:24:24.567,"Скамейки со спинками для престарелых людей около подъездов, т.к. им трудно передвигаться",['скамейка'],{'лавочка': 1},131 корп. 1 улица Гражданская,56.11136133753085,47.183125878372635
переулок Химиков,2,2021-06-08 06:41:23.829,"Переулок Химиков дом 2, напротив балкона моего круглые сутки свора собак гавкают, не дают выйти в магазин.
Машины паркуются там же напротив моего дома, сигнализация срабатывает. 
Также на лавочке напротив всю ночь гуляет молодежь.",['лавочка'],{'лавочка': 1},2 переулок Химиков,56.121690020021845,47.50129001564406
улица Винокурова,29,2021-06-06 20:49:28.224,Поставить скамейки около каждого подъезда,['скамейка'],{'лавочка': 1},29 улица Винокурова,56.11273999144916,47.48544000437735
улица Калинина,100,2021-06-06 21:07:51.789,Скамейки,['скамейка'],{'лавочка': 1},100 улица Калинина,56.13425000856364,47.28058000434217
улица Калинина,102,2021-06-06 21:06:50.810,Скамейки,['скамейка'],{'лавочка': 1},102 улица Калинина,56.13372002082585,47.28126002814679
улица Солнечная,18,2021-06-14 20:27:37.009,Скамейку поставить ,['скамейка'],{'лавочка': 1},18 улица Солнечная,56.098860020795314,47.22176997327327
улица Космонавта Николаева А.Г.,38,2021-06-07 15:54:40.865,Убрать скамейки,['скамейка'],{'лавочка': 1},38 улица Космонавта Николаева А.Г.,56.12831000524028,47.28169001977969
улица Афанасьева,6 корп. 1,2021-06-06 00:52:03.825,Установить скамейку возле 1 подъезда по адресу ул. Афанасьева 6/1,['скамейка'],{'лавочка': 1},6 корп. 1 улица Афанасьева,56.14690001874553,47.21909002737101
улица Калинина,102 корп. 2,2021-06-06 21:20:59.809,Скамейки,['скамейка'],{'лавочка': 1},102 корп. 2 улица Калинина,56.133351619252146,47.2905893155565
улица Молодежная,21,2021-06-07 17:28:15.094,"Нужно больше мест для машин
Можно поставьте новые лавочки",['лавочка'],{'лавочка': 1},21 улица Молодежная,56.118419988136,47.494839973512484
улица Первомайская,39,2021-06-12 07:06:28.967,Хотим скамейку у подъезда и урну,['скамейка'],{'лавочка': 1},39 улица Первомайская,56.10327504160966,47.18254509716414
проезд Складской,8,2021-06-04 19:38:27.265,Разобрать скамейку от выпивающих лиц,['скамейка'],{'лавочка': 1},8 проезд Складской,56.13558000704998,47.294990004643324
проезд Энергетиков,1,2021-06-14 15:19:00.761,Побольше скамеек около подъезда,['скамейка'],{'лавочка': 1},1 проезд Энергетиков,56.147185832330244,47.28115651682548
улица Первомайская,35,2021-06-05 16:26:36.474,Установить скамейки перед домом Первомайская 35,['скамейка'],{'лавочка': 1},35 улица Первомайская,56.10327504160966,47.18254509716414
