Адрес обращения,Дом,Дата,текст обращения,text_clean,categories,full_address,latitude,longitude
улица Коммунистическая,24,2021-06-09 13:13:09.104,"Плохо работает управляющая организация по заявками жителей, машины убрать с газонов, грязь за домом",['газон'],{'зелёные насаждения': 1},24 улица Коммунистическая,56.11536000674374,47.5003799924163
проспект Тракторостроителей,45,2021-06-10 03:36:41.443,"Срубить деревья в сторону магазина ""Смак"", заварить мусоропровод ",['дерево'],{'зелёные насаждения': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-12 03:51:56.147,"Просьба срубить высокие деревья вдоль дома, произвести ремонт в подъезде",['дерево'],{'зелёные насаждения': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект Тракторостроителей,45,2021-06-12 04:01:52.087,"Спилить деревья, покрасить подъезд",['дерево'],{'зелёные насаждения': 1},45 проспект Тракторостроителей,56.10300001041173,47.30747996238409
проспект 9-й Пятилетки,30,2021-06-12 08:32:54.223,"Контроль за выгулом собак (намордники, поводки, контейнеры для сбора экскрементов)",['выгул'],{'зелёные насаждения': 1},30 проспект 9-й Пятилетки,56.09578000665445,47.28399998847581
улица Николая Гастелло,9,2021-06-08 16:13:40.666,Заменить лифты. Оградить газоны. Решетки на общие балконы.,['газон'],{'зелёные насаждения': 1},9 улица Николая Гастелло,56.10776998387081,47.31517999773621
улица Николая Гастелло,9,2021-06-08 16:09:45.229,"Просьба принять меры, люди ходят по газонам, поскольку убрали железные трубы.",['газон'],{'зелёные насаждения': 1},9 улица Николая Гастелло,56.10776998387081,47.31517999773621
улица Николая Гастелло,9,2021-06-08 16:06:18.899,Машины ставят на газоны,['газон'],{'зелёные насаждения': 1},9 улица Николая Гастелло,56.10776998387081,47.31517999773621
улица Эльгера,14,2021-06-17 12:06:35.938,"Вывезти обломки гаража у 4 подъезда по Эльгера 14
Вернуть ограждение полисадников придомовой территории",['полисадник'],{'зелёные насаждения': 1},14 улица Эльгера,56.14321998606587,47.18152996487055
проспект Тракторостроителей,54,2021-06-06 15:41:10.076,Восстановить газон возле дома.,['газон'],{'зелёные насаждения': 1},54 проспект Тракторостроителей,56.104050011422515,47.31622002428222
проспект 9-й Пятилетки,24,2021-06-13 01:11:50.541,"Деревья, которые сильно сгибаются, есть вероятность, что при сильном ветре могу упасть на людей. Хотим, чтобы их срезали.",['дерево'],{'зелёные насаждения': 1},24 проспект 9-й Пятилетки,56.0957499994411,47.279929987750904
проспект 9-й Пятилетки,24,2021-06-13 01:02:47.246,Просьба установить ограждение на участке между подъездами (палисадник).,['палисадник'],{'зелёные насаждения': 1},24 проспект 9-й Пятилетки,56.0957499994411,47.279929987750904
улица Хевешская,9,2021-06-08 18:45:25.823,очень много деревьев иногда темно в кв,['дерево'],{'зелёные насаждения': 1},9 улица Хевешская,56.10554999490526,47.267600040541765
проспект Тракторостроителей,71,2021-06-08 21:21:00.148,"Заняться газонами, ввести штрафы за хождение по ним",['газон'],{'зелёные насаждения': 1},71 проспект Тракторостроителей,56.10590999764665,47.31955996124054
улица Пролетарская,5,2021-06-10 02:49:10.569,"Вырубить деревья, очень темно",['дерево'],{'зелёные насаждения': 1},5 улица Пролетарская,56.10561998379677,47.297129988343045
улица Пролетарская,5,2021-06-10 02:34:38.104,Спилить старые деревья(падают на жильцов и малые постройки),['дерево'],{'зелёные насаждения': 1},5 улица Пролетарская,56.10561998379677,47.297129988343045
улица Композитора Максимова,2,2021-07-06 12:58:43.295,Обрезка деревьев.,['дерево'],{'зелёные насаждения': 1},2 улица Композитора Максимова,56.14411000000007,47.24670000000003
улица Композитора Максимова,2,2021-06-10 15:01:57.827,"УК имеет на руках ордер для обрубки деревьев, выполнено частично",['дерево'],{'зелёные насаждения': 1},2 улица Композитора Максимова,56.14411000000007,47.24670000000003
улица Чернышевского,29 корп. 1,2021-06-08 10:07:59.554,Облагородить территорию рядом с лесом,['лес'],{'зелёные насаждения': 1},29 корп. 1 улица Чернышевского,56.12598523806563,47.18096350917161
улица Советская,75,2021-06-05 13:45:35.287,Хочу поменять некоторых соседей. Хочу чтобы убрали покрышки из под клумбы.,['клумба'],{'зелёные насаждения': 1},75 улица Советская,56.14347587624685,47.244116014770114
улица П.В.Дементьева,3 корп. 2,2021-06-08 22:45:02.159,"озеленение, парки, школа",['озеленение'],{'зелёные насаждения': 1},3 корп. 2 улица П.В.Дементьева,56.119130019154,47.20822004005694
улица Винокурова,61,2021-06-08 10:09:12.990,"1. Вдоль Винокурова 61 проложить тротуарную дорожку (пр. Ельниковский рядом) Не закончены.
2. Нет газонов вдоль тротуарной дорожки","['дорожка', 'газон', 'дорожка']",{'зелёные насаждения': 1},61 улица Винокурова,56.109749998948416,47.47046003466028
улица Пржевальского,4,2021-06-06 19:45:27.844,Облагородить Обиковскую рощу.,['роща'],{'зелёные насаждения': 1},4 улица Пржевальского,56.0793700004366,47.277090031317016
улица Пржевальского,4,2021-06-06 20:44:50.445,Благоустроить Обиковскую рощу.,['роща'],{'зелёные насаждения': 1},4 улица Пржевальского,56.0793700004366,47.277090031317016
улица Чапаева,4,2021-06-08 19:43:28.960,Замена забора у полесадников.,['полесадник'],{'зелёные насаждения': 1},4 улица Чапаева,56.12995000841559,47.2567400276925
улица Альгешевская,25 корп. А,2021-06-10 11:59:20.137,Обустроить Обиковскую рощу.,['роща'],{'зелёные насаждения': 1},25 корп. А улица Альгешевская,56.0738981312356,47.297719141993554
улица Мичмана Павлова,24,2021-06-09 08:20:12.075,"Прошу не застраивать рощу Гузовского домами для отдыха, не вырубать деревья","['роща', 'дерево']",{'зелёные насаждения': 1},24 улица Мичмана Павлова,56.14117999847102,47.18371001406746
проспект Тракторостроителей,35/19,2021-06-12 08:24:25.580,"Спилить деревья, поставить пешеходный светофор ",['дерево'],{'зелёные насаждения': 1},35/19 проспект Тракторостроителей,56.10157001582047,47.30174003508955
улица Гражданская,60,2021-06-05 21:23:47.684,"обрезать ветки дерева (подъезды 3,4)",['дерево'],{'зелёные насаждения': 1},60 улица Гражданская,56.12017000379049,47.19635998233983
проспект 9-й Пятилетки,6,2021-06-12 06:44:54.294,"Убрать остаток мусора после ремонта
Посеять траву",['трава'],{'зелёные насаждения': 1},6 проспект 9-й Пятилетки,56.094689982055996,47.27054996754535
улица Хузангая,21,2021-06-12 20:11:11.435,Поставить ограждение возле цветников,['цветник'],{'зелёные насаждения': 1},21 улица Хузангая,56.09356001768893,47.27671997029182
улица Строителей,5 корп. 1,2021-06-05 12:09:18.770,"Машины стоят на газонах вдоль домов Строителей 5/1, 5/3 до дома Правосудия. Оградить газоны","['газон', 'газон']",{'зелёные насаждения': 1},5 корп. 1 улица Строителей,56.11239433416062,47.243683019287324
улица Советская,77,2021-06-08 23:24:23.103,Побольше клумб для цветов,['клумба'],{'зелёные насаждения': 1},77 улица Советская,56.14347587624685,47.244116014770114
улица Советская,77,2021-06-08 23:27:18.044,Посадить кусты вдоль пешеходной дорожки вдоль дома (чтобы не ставили машины),"['куст', 'дорожка']",{'зелёные насаждения': 1},77 улица Советская,56.14347587624685,47.244116014770114
улица Хевешская,27,2021-06-13 20:07:10.721,"закрыть котлован, благоустроить территорию срубить деревья ",['дерево'],{'зелёные насаждения': 1},27 улица Хевешская,56.10787999634999,47.27238996293042
бульвар Гидростроителей,10,2021-06-14 15:38:05.890,Темно дома из-за деревьев,['дерево'],{'зелёные насаждения': 1},10 бульвар Гидростроителей,56.12435999145936,47.48823997913311
бульвар Гидростроителей,10,2021-06-14 15:36:14.518,Обстричь деревья-темно в квартире,['дерево'],{'зелёные насаждения': 1},10 бульвар Гидростроителей,56.12435999145936,47.48823997913311
бульвар Зеленый,4,2021-06-05 22:14:42.640,"Убрать старые деревья, спилить, которым уже 46 лет",['дерево'],{'зелёные насаждения': 1},4 бульвар Зеленый,56.11295000000007,47.48249000000004
бульвар Зеленый,3а корп. 1,2021-06-06 10:21:05.947,Место для выгула собак,['выгул'],{'зелёные насаждения': 1},3а корп. 1 бульвар Зеленый,56.110909031800574,47.487189426092044
улица Константина Иванова,81,2021-06-07 15:39:17.390,"бережно относиться к газонам - косить их только когда выросла
не вырубать деревья
обрезать кроны деревьев бережно","['газон', 'дерево', 'дерево']",{'зелёные насаждения': 1},81 улица Константина Иванова,56.14836002055014,47.229249983667046
проспект Ленина,54,2021-06-13 16:23:48.057,"нв ткрритории поставить шлагбаумн 

около мусорки дерево падает и оставлют следы на машине нужно спелить",['дерево'],{'зелёные насаждения': 1},54 проспект Ленина,56.113080003351484,47.25994996133258
улица Шумилова,1,2021-06-11 21:37:31.629,Между 2 и 3 подъездами стоят старые деревья. просим спилить.,['дерево'],{'зелёные насаждения': 1},1 улица Шумилова,56.10154000860712,47.27523997764814
улица Т.Кривова,18,2021-06-03 21:58:07.358,Отсутствует место выгула собак.,['выгул'],{'зелёные насаждения': 1},18 улица Т.Кривова,56.14411000000007,47.24670000000003
улица Мичмана Павлова,35,2021-06-13 11:36:18.384,"Вопрос о сохранении и уборке "" Рощи"" ",['роща'],{'зелёные насаждения': 1},35 улица Мичмана Павлова,56.136575433076786,47.163706541841094
улица Ленинского Комсомола,52,2021-06-08 00:00:12.292,Место для выгула собак,['выгул'],{'зелёные насаждения': 1},52 улица Ленинского Комсомола,56.108190001038935,47.296149976223774
улица Ленинского Комсомола,52,2021-06-07 23:55:20.146,Место для выгула собак,['выгул'],{'зелёные насаждения': 1},52 улица Ленинского Комсомола,56.108190001038935,47.296149976223774
бульвар Зеленый,16,2021-06-07 07:00:17.837,"Прошу решить вопрос со стоянкой на газоне, перед подъездами дома",['газон'],{'зелёные насаждения': 1},16 бульвар Зеленый,56.115240019799785,47.479739974941936
улица Афанасьева,19,2021-06-04 22:32:37.352,Озеленение территории по ул. Афанасьева дом 19.,['озеленение'],{'зелёные насаждения': 1},19 улица Афанасьева,56.15189001716297,47.219190023475875
улица Ж.Крутовой,16,2021-06-06 21:28:57.638,"За нашим окном дома выгуливают собак на газоне, мусорят. Собак много, шумно и страшно. С 6 утра лай. Просим разобраться, собак выгуливают без поводков.",['газон'],{'зелёные насаждения': 1},16 улица Ж.Крутовой,56.14411000000007,47.24670000000003
проспект Мира,68,2021-06-08 09:41:56.291,"Расширить заповедники для животных, уличных собак. Проводить личный прием граждан(всех депутатов)",['заповедник'],{'зелёные насаждения': 1},68 проспект Мира,56.11467998293912,47.271629975769486
улица Молодежная,7,2021-06-07 18:30:19.054,Сделать обрезку деревьев чаще,['дерево'],{'зелёные насаждения': 1},7 улица Молодежная,56.13451998966491,47.27630003694273
улица Молодежная,7,2021-06-07 18:29:13.371,Высокие деревья мешают,['дерево'],{'зелёные насаждения': 1},7 улица Молодежная,56.13451998966491,47.27630003694273
улица И.П.Прокопьева,12,2021-06-08 23:55:44.418,Озеленение,['озеленение'],{'зелёные насаждения': 1},12 улица И.П.Прокопьева,56.13023998035595,47.38650001929443
улица Советская,45,2021-06-08 21:34:05.626,"Порядок в промзоне, обрез. деревьев",['дерево'],{'зелёные насаждения': 1},45 улица Советская,56.14347587624685,47.244116014770114
улица Советская,45,2021-06-08 21:37:37.136,"Остановку возле рощи, возле дома",['роща'],{'зелёные насаждения': 1},45 улица Советская,56.14347587624685,47.244116014770114
улица Совхозная (п Лапсары),19,2021-06-10 06:51:45.358,"Пожалуйста, централизуйте выгул собак в посёлке Новые Лапсары!",['выгул'],{'зелёные насаждения': 1},19 улица Совхозная (п Лапсары),56.06835999343002,47.21723997370211
улица Афанасьева,5,2021-06-05 12:04:06.935,Запретить выгул собак возле домов.,['выгул'],{'зелёные насаждения': 1},5 улица Афанасьева,56.148259982535734,47.21887000241264
улица Гузовского,16,2021-06-12 20:32:31.889,Благоустроить рощу Гузовского очистить территорию от мусора) Вести контроль за регулярной уборкой,['роща'],{'зелёные насаждения': 1},16 улица Гузовского,56.1437200084998,47.186909973242734
улица Гузовского,8,2021-06-12 21:50:14.023,"1. Выделить место для выгула собак, уж больно их много развелось.
2. Нельзя ли перевести участок для врачей общей практики по ул. Гузовского 14 чуть ниже этажом ",['выгул'],{'зелёные насаждения': 1},8 улица Гузовского,56.14001001051628,47.18946997411058
проспект Чебоксарский,37 корп. 1,2021-06-07 23:22:48.500,"Электронное табло на ост.Галкина, посадка елей","['посадка', 'ель']",{'зелёные насаждения': 1},37 корп. 1 проспект Чебоксарский,56.12516610670624,47.3830240681334
улица Солнечная,28,2021-06-12 08:10:43.391,"Люблю собак, но хочется, чтобы хозяева собак соблюдали правила выгула своих питомцев, т.е. убирали за ними","['выгул', 'питомец']",{'зелёные насаждения': 1},28 улица Солнечная,56.10011998848063,47.221379963318526
улица Солнечная,28,2021-06-12 08:08:35.444,"Дом не освещается (нужно поставить фонарный столб). Ограждение возле подъездов, чтобы не заезжали машины на газон и к подъезду. Обновить бельевую сушилку. Обрубка деревьев.","['газон', 'дерево']",{'зелёные насаждения': 1},28 улица Солнечная,56.10011998848063,47.221379963318526
улица Чернышевского,29,2021-06-08 09:55:00.471,Облагородить территорию в лесу,['лес'],{'зелёные насаждения': 1},29 улица Чернышевского,56.123079991025435,47.17905998564282
улица Кукшумская,17,2021-06-11 15:19:00.920,Привезти землю для цветочных клумб,['клумба'],{'зелёные насаждения': 1},17 улица Кукшумская,56.08951998226789,47.28005001660438
улица Красина,8,2021-06-06 00:39:20.455,озеленение дворовой территории по адресу ул. Красина 8 .,['озеленение'],{'зелёные насаждения': 1},8 улица Красина,56.148660008864795,47.22229996101106
улица Красина,8,2021-06-06 00:38:11.345,озеленение дворовой территории по адресу ул. Красина 8. ,['озеленение'],{'зелёные насаждения': 1},8 улица Красина,56.148660008864795,47.22229996101106
улица Мате Залка,16 корп. 1,2021-06-14 18:24:58.776,"Прошу побольше озеленения в ЮЗР (кустарники, деревья)","['озеленение', 'кустарник', 'дерево']",{'зелёные насаждения': 1},16 корп. 1 улица Мате Залка,56.11526998510365,47.18782997093527
бульвар Гидростроителей,8,2021-06-14 18:06:06.866,"Спилить деревья с северной стороны, в случае ветра все переломает. В ЖЭК писали неоднократно.",['дерево'],{'зелёные насаждения': 1},8 бульвар Гидростроителей,56.12496000999815,47.48885001404622
бульвар Гидростроителей,8,2021-06-16 15:55:22.797,"Проредить деревья (темно в квартирах). Сзади дома все разрушено, надо убрать, все ставят машины - организовать парковочные места.
",['дерево'],{'зелёные насаждения': 1},8 бульвар Гидростроителей,56.12496000999815,47.48885001404622
проспект 9-й Пятилетки,26,2021-06-12 19:59:28.699,"Осуществлять контроль за хозяевами собак, чтоб убирали за своими питомцами.",['питомец'],{'зелёные насаждения': 1},26 проспект 9-й Пятилетки,56.094990012280164,47.27955003607997
улица Шумилова,9,2021-06-11 22:43:41.127,Спилить деревья под окном,['дерево'],{'зелёные насаждения': 1},9 улица Шумилова,56.102410008247205,47.277750022373056
улица Мичмана Павлова,62,2021-06-14 14:28:57.727,При дом по М. Павлова 62 для цветников привезти торф. Носят сами ведрами,['цветник'],{'зелёные насаждения': 1},62 улица Мичмана Павлова,56.13807999349109,47.166870016216706
улица Хузангая,25,2021-06-11 13:22:11.260,"Создать дополнительные парковочные места. 
Разбить клумбы.",['клумба'],{'зелёные насаждения': 1},25 улица Хузангая,56.091150010978396,47.27758003737665
улица Кукшумская,5 корп. 1,2021-06-11 19:56:19.429,Разбить клумбы возле дома.,['клумба'],{'зелёные насаждения': 1},5 корп. 1 улица Кукшумская,56.087565729649654,47.27827718225436
улица Анисимова,2,2021-06-04 19:49:04.703,Спилить деревья между улицами Анисимова 2 и Анисмова 4.,['дерево'],{'зелёные насаждения': 1},2 улица Анисимова,56.143599979646325,47.21369996071499
улица Солнечная,8,2021-06-07 07:15:47.956,Сделать капитальный ремонт в подъезде. Убрать дерево с парковочного места,['дерево'],{'зелёные насаждения': 1},8 улица Солнечная,56.10060166611938,47.22184490522898
улица Хузангая,29,2021-06-11 14:57:18.257,"Вырубить деревья около подъездов 3 и 4 по улице Хузангая, 29",['дерево'],{'зелёные насаждения': 1},29 улица Хузангая,56.08985001970541,47.278180014005954
улица Хузангая,29,2021-06-15 06:14:56.337,"Вырубить высокие деревья около подъездов 3 и 4 по ул. Хузангая, 29",['дерево'],{'зелёные насаждения': 1},29 улица Хузангая,56.08985001970541,47.278180014005954
улица Композитора Максимова,9,2021-06-05 21:58:50.559,вырубить деревья,['дерево'],{'зелёные насаждения': 1},9 улица Композитора Максимова,56.14411000000007,47.24670000000003
проспект И.Я.Яковлева,8 корп. 1,2021-06-12 08:28:18.049,Сделать ограждение в палисаднике,['палисадник'],{'зелёные насаждения': 1},8 корп. 1 проспект И.Я.Яковлева,56.14411000000007,47.24670000000003
улица Энгельса,3 корп. 2,2021-06-09 12:34:11.667,"на улицах Чебоксар посадить цветы, благоустроить парки",['цветок'],{'зелёные насаждения': 1},3 корп. 2 улица Энгельса,56.12962998735236,47.25146998988998
улица Дзержинского,20,2021-06-05 00:16:59.529,посадить деревья (сортовые),['дерево'],{'зелёные насаждения': 1},20 улица Дзержинского,56.14198998368437,47.24935003893884
улица Солнечная,9,2021-06-12 19:50:26.563,Посадить цветы,['цветок'],{'зелёные насаждения': 1},9 улица Солнечная,56.10060166611938,47.22184490522898
улица Солнечная,9,2021-06-12 19:57:19.513,Озеленение ,['озеленение'],{'зелёные насаждения': 1},9 улица Солнечная,56.10060166611938,47.22184490522898
улица Хузангая,27,2021-06-12 20:43:00.640,Подрезать сучки сухие с деревьев перед окнами,['дерево'],{'зелёные насаждения': 1},27 улица Хузангая,56.092200011989206,47.27940000001314
улица Хузангая,27,2021-06-12 20:46:28.143,Очистить и благоустроить дубовую рощу,['роща'],{'зелёные насаждения': 1},27 улица Хузангая,56.092200011989206,47.27940000001314
улица М.А.Сапожникова,4,2021-06-15 11:19:39.833,Благоустроить Обиковский лес.,['лес'],{'зелёные насаждения': 1},4 улица М.А.Сапожникова,56.077461344516486,47.27413764832706
улица М.А.Сапожникова,4,2021-06-15 11:18:20.785,Обустроить Обиковский лес.,['лес'],{'зелёные насаждения': 1},4 улица М.А.Сапожникова,56.077461344516486,47.27413764832706
улица Гузовского,28,2021-06-05 10:51:15.163,По адресу ул. Гузовского 28 подстричь деревья.,['дерево'],{'зелёные насаждения': 1},28 улица Гузовского,56.145100005038586,47.18660998492808
улица Винокурова,65,2021-06-08 19:44:52.059,Нет капремонта с 1978 года. Ящики поменять. Нет ограждений в палисаднике ,['палисадник'],{'зелёные насаждения': 1},65 улица Винокурова,56.11047000443119,47.46846002874358
улица Первомайская,31,2021-06-05 16:28:14.054,"5-й этаж, 3-й подъезд перед окном срубить ветки деревьев, затемняет квартиру, ветки стучат по стеклу",['дерево'],{'зелёные насаждения': 1},31 улица Первомайская,56.103890000890885,47.18116996212916
проспект Мира,12,2021-06-04 21:41:01.782,Посадка фруктовых деревьев и кустарников на городских улица ,"['посадка', 'дерево', 'кустарник']",{'зелёные насаждения': 1},12 проспект Мира,56.129340015412,47.28677003983722
улица Социалистическая,2 корп. 1,2021-06-11 00:47:35.510,Поставить ограждения вокруг клумб и при входе в подъезд высотой 50 см,['клумба'],{'зелёные насаждения': 1},2 корп. 1 улица Социалистическая,56.10503999800656,47.166120003520575
улица Энтузиастов,5 корп. 2,2021-06-06 22:46:17.104,"территория для выгула и дрессировки собак
",['выгул'],{'зелёные насаждения': 1},5 корп. 2 улица Энтузиастов,56.12723068159456,47.20281869546439
проспект И.Я.Яковлева,6 корп. 2,2021-06-12 13:17:16.684,"Не хватает цветочных клумб
Не хватает парковочных мест",['клумба'],{'зелёные насаждения': 1},6 корп. 2 проспект И.Я.Яковлева,56.14411000000007,47.24670000000003
улица Ж.Крутовой,13,2021-06-06 21:17:19.962,"Ремонт в подъезде, дорожное покрытие перед подъездом, сделать ограждение цветника перед подъездом",['цветник'],{'зелёные насаждения': 1},13 улица Ж.Крутовой,56.14411000000007,47.24670000000003
бульвар Юго-Западный,8,2021-06-07 13:21:55.432,"Было бы здорово, если бы сажали побольше цветов возле дома и красиво оформить клумбы",['клумба'],{'зелёные насаждения': 1},8 бульвар Юго-Западный,56.11839999729693,47.18817999921188
проспект Чебоксарский,25 корп. 1,2021-06-08 23:51:29.184,Озеленение района,['озеленение'],{'зелёные насаждения': 1},25 корп. 1 проспект Чебоксарский,56.12516610670624,47.3830240681334
улица Строителей,25,2021-06-05 16:47:27.328,"Озеленение по улице Строителе 25, 27 больше озеленения в этом районе хотелось бы","['озеленение', 'озеленение']",{'зелёные насаждения': 1},25 улица Строителей,56.11239433416062,47.243683019287324
улица 50 лет Октября,23,2021-06-05 12:56:44.435,Убрать деревья возле подъезда,['дерево'],{'зелёные насаждения': 1},23 улица 50 лет Октября,56.12562000105419,47.280159987174045
улица Ленинского Комсомола,16,2021-06-08 16:22:06.172,"Поставить мини-забор для выращивания цветов, кустарников.",['кустарник'],{'зелёные насаждения': 1},16 улица Ленинского Комсомола,56.102939995985,47.27339000779827
улица Энтузиастов,3,2021-06-04 19:45:13.969,спилить 2 дерева,['дерево'],{'зелёные насаждения': 1},3 улица Энтузиастов,56.1278599808588,47.2023600000899
улица Советская,35,2021-06-12 08:33:14.431,"Благоустроить Рощу , обновить некоторые элементы. Старый дизайн нужно обновить",['роща'],{'зелёные насаждения': 1},35 улица Советская,56.14347587624685,47.244116014770114
улица Афанасьева,14,2021-06-06 00:09:34.973,Ввести штрафы за хождение по газонам.,['газон'],{'зелёные насаждения': 1},14 улица Афанасьева,56.1519299988411,47.22005000674167
проспект Московский,38 корп. 2,2021-06-04 22:55:21.998,По адресу пр-кт. Московский дом 38/2 плохо убираются в лифте (грязный пол). Возле остановки Афанасьева (где стоматология) несколько лет не убираются в кустах. Очень грязно.,['куст'],{'зелёные насаждения': 1},38 корп. 2 проспект Московский,56.14633004932958,47.233525307912245
проспект Московский,38 корп. 2,2021-06-05 00:16:03.398,"Озеленение города, пенсионерам и ветеранам труда льготы по ЖКХ, бесплатный проезд, повысить пенсию.",['озеленение'],{'зелёные насаждения': 1},38 корп. 2 проспект Московский,56.14633004932958,47.233525307912245
улица Красина,4,2021-06-06 00:50:46.863,Отремонтировать велосипедную дорожку от контура до рощи.,"['дорожка', 'роща']",{'зелёные насаждения': 1},4 улица Красина,56.148959997179446,47.2245299663509
улица Ленинского Комсомола,27 корп. 1,2021-06-08 19:10:12.180,Озеленение территории,['озеленение'],{'зелёные насаждения': 1},27 корп. 1 улица Ленинского Комсомола,56.09996999432332,47.264780033037425
улица Хевешская,1 корп. 1,2021-06-08 19:41:33.420,установить ограду перед домом для цветника как в доме по хевешской 1,['цветник'],{'зелёные насаждения': 1},1 корп. 1 улица Хевешская,56.10356000536288,47.268830001013754
улица Гузовского,40,2021-06-05 10:43:11.038,По адресу ул. Гузовского 40 установить забор перед домом для клумб.,['клумба'],{'зелёные насаждения': 1},40 улица Гузовского,56.146940000423655,47.18666999935482
проспект Ленина,51 корп. 1,2021-06-08 14:56:09.054,"прошу огородить клумбы, окна поставить новые, платиковые в подьезде",['клумба'],{'зелёные насаждения': 1},51 корп. 1 проспект Ленина,56.132619979853104,47.24654000589928
улица Баумана,12,2021-06-12 06:45:51.556,Срубить деревья,['дерево'],{'зелёные насаждения': 1},12 улица Баумана,56.10367999230684,47.308549996143455
бульвар Эгерский,35,2021-06-12 20:57:00.359,"За домом высокая трава и очень высокие кустарники, зарастают.","['трава', 'кустарник']",{'зелёные насаждения': 1},35 бульвар Эгерский,56.09986999821842,47.28051998991543
улица Ж.Крутовой,6,2021-06-12 21:20:02.073,"Дерево срубить со стороны техникума, очень жалуются",['дерево'],{'зелёные насаждения': 1},6 улица Ж.Крутовой,56.14411000000007,47.24670000000003
улица Красина,16,2021-06-05 13:25:31.403,Прошу не вырубать деревья по ул. Красина 16.,['дерево'],{'зелёные насаждения': 1},16 улица Красина,56.151040008361946,47.22169000991698
улица Калинина,106 корп. 1,2021-06-06 21:05:43.412,"Ремонт подъезда
Спилить дерево",['дерево'],{'зелёные насаждения': 1},106 корп. 1 улица Калинина,56.14608001715786,47.25789999927295
улица Гражданская,60 корп. 1,2021-06-05 21:17:28.187,жители дома Гражданская д.58к.2 проезжают через газон между домами Гражданская 58к.2 и Гражданская д.60к.1,['газон'],{'зелёные насаждения': 1},60 корп. 1 улица Гражданская,56.11136133753085,47.183125878372635
улица Патриса Лумумбы,14 корп. 1,2021-06-14 17:25:14.126,"Возле дома 14/1 по ул. П. Лумумбы нужно убрать березы, листья застревают в водостоке и вся вода течет по фасаду дома и на балконы",['берёза'],{'зелёные насаждения': 1},14 корп. 1 улица Патриса Лумумбы,56.13147928880151,47.278692387420634
улица Космонавта Николаева А.Г.,51 корп. 2,2021-06-14 17:48:52.232,"Привести торф, ускорить озеленение",['озеленение'],{'зелёные насаждения': 1},51 корп. 2 улица Космонавта Николаева А.Г.,56.11820997955195,47.25835002365446
улица Богдана Хмельницкого,3А,2021-06-17 13:19:14.915,Заделать огромную яму у дома. Не косят траву на газонах.,"['трава', 'газон']",{'зелёные насаждения': 1},3А улица Богдана Хмельницкого,56.13259998901404,47.235800021903486
улица Калинина,102 корп. 3,2021-06-06 21:15:48.181,Территория для выгула собак,['выгул'],{'зелёные насаждения': 1},102 корп. 3 улица Калинина,56.133351619252146,47.2905893155565
